timestamp,prolific_id,age,gender,religion,ethnic_group,education,primary_language,type_of_residence,income,political_stance,covid,favorite_activities,important_values,personality,social_tendency,hobby,num_places_lived,social_relationship_values,primary_goal,meaningful_events,values_in_friends,what_to_do_with_100_dollars,social_feed_1,social_feed_2
4/21/25 19:20,67ee875cf41fee35fe817ad9,55-64,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition","Thoughtful, Outgoing","Reserved, Neutral",Art,3,"Trust, Loyalty, Emotional connection, Shared experiences",Family,Raising my Kids,Trust,I would buy my younger kid probably a shoe,"like-post: 1,2,3","add-note:21:the article contains misinformation
lie-post:23, 24, 25"
4/21/25 19:20,67ace8cce568887049062a53,25-34,Female,Christianity,American Indian or Alaska Native,Undergraduate degree (BA/BSc/other),English,Rural,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,Integrity,Extroverted,"Reserved, Awkward",reading,More than I can count,"Trust, Loyalty, Emotional connection",Financial stability,Surviving a drowning incident,Integrity,Groceries ,"like-post: 2, 3, 7, 8","like-post: 13, 22"
4/21/25 19:20,67ec7012f63d646fa7f33bbf,18-24,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$90,000 - $99,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Ambition, Independence, Community",Outgoing,Friendly,playing video games,3,"Loyalty, Intellectual connection",Financial stability,Graduating from college,loyalty,Dinner,"Like-post:1,2,3,7,8,9
share-post:1,2,3,7,8,9
add-note:4,5:the article contains misinformation","like-post: 13,14,22
share-post: 13,14,22
comment-post: 22: I love this too!
add-note: 20: the article contains misinformation"
4/21/25 19:20,67d895ed429873a3dc613a26,25-34,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$90,000 - $99,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Extroverted,Reserved,Playing video games,5,"Trust, Loyalty",Financial stability,When i landed my dream job,Loyalty,Buy some sneakers,"like-post: 1, 2, 3, 7, 8
share-post: 2, 3, 7
comment-post: 1: A microwave with a 27-inch screen? Wild but kind of genius.
comment-post: 2: Great deal on the Apple Watch Series 10—worth grabbing at this price.
add-note: 10: This post spreads medical misinformation. Health authorities like the CDC and WHO confirm COVID-19 vaccines still offer protection against severe illness from Omicron and its subvariants. ","like-post: 11, 12, 13, 14, 15, 21, 24, 26, 30
share-post: 11, 12, 14, 21, 26
comment-post: 11: Myleene Klass's work on miscarriage awareness is deeply important—congrats on the well-deserved MBE.
comment-post: 12: These mothers turned tragedy into change. Deep respect for their strength and dedication.
comment-post: 21: A moving tribute to the legends of sci-fi and fantasy—thank you for honoring their legacy.
comment-post: 26: Fascinating how Carter's diplomacy helped shape global economics. A pivotal historical moment!
add-note: 20: This claim is false. Official state records show that Wisconsin had more registered voters than votes cast in the 2020 election. No evidence of widespread fraud was found.
add-note: 29: This is misinformation. COVID-19 vaccines are not considered ""experimental"" by insurers, and life insurance policies are still valid after vaccination."
4/21/25 19:20,67cf3686c16bdf3ba13a2d9b,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$100,000 - $149,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,"Integrity, Compassion, Ambition","Introverted, Thoughtful","Confident, Friendly",hiking,2,"Trust, Loyalty",Family,getting married,loyalty,buy groceries,"like-post: 1, 2, 3, 7
share-post: 2, 3, 7
comment-post: 1: Watching shows on a microwave feels like peak 2025.
add-note: 10: This claim is false. COVID-19 vaccines and boosters continue to provide protection against severe outcomes from the omicron variant, according to health authorities like the CDC and WHO.
ignore-post: 4, 5, 6, 8, 9","like-post: 11, 12, 14, 21, 24, 26, 30
share-post: 11, 12, 21, 26
comment-post: 30: Wallace & Gromit always makes me smile. Hope this new one keeps the charm and humor! 
add-note: 20: This claim is false. According to the Wisconsin Elections Commission, the number of registered voters was higher than the number of votes cast in the 2020 election.
add-note: 29: This is misinformation. Life insurance policies do cover deaths after COVID-19 vaccination. Vaccines are not classified as experimental by regulatory agencies."
4/21/25 19:20,67f0c5937c9c5092a7abf985,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,Introverted,Reserved,Reading books,1,"Trust, Loyalty, Emotional connection",Financial stability,Promotion on my first job,Honesty,Save it,"like-post: 1, 2, 3, 7, 8, 9
share-post: 2, 7, 8
comment-post: 8: Love when platforms offer free streaming weekends—perfect time to binge!
add-note: 10: This claim is misleading. While the original vaccines may be less effective at preventing infection from omicron, they *significantly* reduce severe illness, hospitalization, and death. Updated boosters have been developed specifically to target omicron variants.","like-post: 11, 12, 13, 14, 15, 19, 21, 22 24, 26, 28, 30
share-post: 11, 12, 14, 19, 21, 26
comment-post: 12: Truly inspiring. Turning tragedy into advocacy takes immense strength.
add-note: 20: False. Official records from Wisconsin’s election commission confirm there were NOT more votes than registered voters in 2020."
4/21/25 19:20,558ffe16fdf99b3f7aada34d,35-44,Female,No Religion,White or Caucasian,Technical/community college,English,Rural,"$10,000 - $19,999",Very liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,"Extroverted, Thoughtful","Reserved, Awkward",Coloring,5,"Trust, Fun",Financial stability,The birth of my child and the death of my husband,Kindness,Buy groceries,Ignore,Ignore
4/21/25 19:20,6718343c82dda1264ded40d6,65-74,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Rural,"$90,000 - $99,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,Compassion,compassionate,Reserved,crafting,8,Trust,Family,getting married and having children,honesty,invest it,"like-post: 1,2,8",comment-post:29
4/21/25 19:21,671c0db7ec53e63a24280fb2,18-24,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Community","Extroverted, Outgoing","Friendly, Reserved",Hiking,1,"Trust, Loyalty",Family,Reunion of the entire clan. Suddenly we became a close-knit family after the death of a loved one.,Loyalty,Keep it and spend on my hobbies.,"like-post: 2, 7
share-post: 7, 8
comment-post: 1: This seems ridiculously overdone.
add-note: 10: This can't be right.","like: 11, 13, 29
share: 11, 12, 22,
comment-post: 12: This will do almost nothing to dull the pain.
add-note: 26: This fact check is great, I now know better if I can trust it."
4/21/25 19:21,663fb22b9964b86cf2dbbf95,25-34,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$100,000 - $149,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Spending time with family,"Integrity, Compassion, Community","Extroverted, Thoughtful, Outgoing","Confident, Friendly",swimming,3,"Trust, Fun",Financial stability,christmas family gathering,Loyalty,charity,"like-post: 1, 2, 3, 7
share-post: 2, 7
comment-post: 1: A 27-inch touchscreen on a microwave? Wild.
add-note: 10: Multiple health authorities confirm vaccines offer protection, especially against severe outcomes from Omicron.","like-post: 11, 12, 14, 19, 22, 26
share-post: 11, 14, 22, 26
add-note: 20: This is false. Wisconsin had more registered voters than votes in 2020, per official data.
add-note: 29: False claim. COVID-19 vaccines do not void life insurance policies."
4/21/25 19:21,6762d29bf8f9712a46c73b62,55-64,Female,No Religion,American Indian or Alaska Native,High school diploma/A-levels,English,Urban,"$30,000 - $39,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,Compassion,Introverted,Reserved,gardening,3,"Trust, Intellectual connection",Personal development,Giving birth to 3 beautiful human beings,self-actualization,save it,"ignore-post:1,2,3,4,5,6,7,8,9,10","ignore-post:11,12,13,14,15,16,17,18,19,21,22,23,24,25  comment-post:26: Truly a great leader  ignore-post:27,28,29,30"
4/21/25 19:21,663bdaa8efe54667f41a46ca,55-64,Male,Agnostic,White or Caucasian,Technical/community college,English,Suburban,"$90,000 - $99,999",Moderate,COVID-19 was maybe a lab-leak and the vaccines were helpful,Work,Independence,Thoughtful,"Reserved, Neutral, Awkward",Music,9,"Trust, Fun",Family,Having kids,Sincerity,Put it in the bank for savings,"like-post: 2, 8 share-post: 2 comment-post: 2: Yes! ad-note: 10: I don't find this to be factual","like-post: 18, 19, 21, 29, share: 29, comment: 19: Yay Police!, add-note: 22: This  is often overlooked .. you always need more storage!"
4/21/25 19:21,67e971fe972a4be474579d18,35-44,Female,Christianity,Black or African American,Graduate degree (MA/MSc/MPhil/other),"English, Swahili",Suburban,"$100,000 - $149,999",Liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Compassion, Ambition, Independence","Extroverted, Thoughtful, Analytical","Reserved, Neutral",Driving ,3,"Trust, Loyalty, Intellectual connection, Emotional connection",Financial stability,My wedding ,Honesty ,Buy Groceries ,"Always be mindful of the information you engage with, and don’t hesitate to contribute positively! #CommunityEngagement #FactCheck #SocialMediaResponsibility""","The nostalgic charm of Wallace & Gromit never fades, looking forward to seeing the updates! #BritishHumor"
4/21/25 19:21,67f020ded233a50f479c4c87,35-44,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$40,000 - $49,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Compassion,Thoughtful,Reserved,Camping and fishing,1,"Trust, Emotional connection",Personal development,Overcoming major challenges,Trustworthness,Self-care,"like-post: 2, 3, 8
share-post: 5, 6
comment-post: 1: I cannot believe we’re putting screens on everything now.
add-note: 10: This claim concerning vaccines is misleading; There are multiple studies showing that vaccines offers significant protection even against variants.","like-post: 11, 12, 19, 24, 26
share-post: 14, 27, 29
Comment-post: 16: Well done, Australia. Excellent performance and great match.
Add-note: 29: This claim is misleading; a lot of life insurance organizations cover deaths post-vaccination as long as other conditions are met. Always check specific policy details."
4/21/25 19:21,67a7460f140d97736b4ce063,55-64,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,"Integrity, Compassion, Ambition, Independence",Introverted,"Confident, Reserved",Gaming,1,"Trust, Fun",Personal development,Having some good times,Loyalty,Donate,"like-post: 1, 2, 3, 7, 8  
share-post: 2, 3, 8  
comment-post: 3: Love year-end gadget reviews—always find something new to check out.  
comment-post: 7: This sounds super helpful. Sleep tech is getting better every year.  
add-note: 10: This is misinformation—vaccines and boosters do help protect against omicron, especially from severe illness.  
ignore: 4, 5, 6, 9","like-post: 11, 12, 13, 14, 15, 21, 22, 24, 26, 28, 30  
share-post: 11, 12, 14, 21, 24, 26, 30  
comment-post: 11: So brave of her to speak out. Raising awareness matters so much.  
comment-post: 12: Honoring them is powerful. Their advocacy is changing lives.  
comment-post: 21: Beautiful tribute to those who shaped the world of imagination.  
comment-post: 26: Carter’s impact on history is seriously underrated.  
add-note: 20: This is false. According to official records, Wisconsin did not have more votes than registered voters in the 2020 election.  
add-note: 29: This is misinformation. COVID-19 vaccines are not considered experimental, and life insurance policies do not deny coverage based on vaccination status.  
ignore: 16, 17, 18, 19, 23, 25, 27"
4/21/25 19:21,673b138dd177a7bf936e4a26,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$70,000 - $79,999",Very liberal,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Ambition,Thoughtful,Reserved,playing sports,3,"Trust, Emotional connection",Family,M business startup launch,loyal,save 50$ and use the remaining for kids toy,"like-post: 1, 2, 3, 7, 8
share-post: 2, 3, 7, 8
comment-post: 1: This is kind of ridiculous but also super entertaining.
add-note: 10: This post is misleading. Trusted health agencies have confirmed that COVID-19 vaccines and boosters still offer significant protection, especially against severe outcomes of the omicron variant.
ignore-post: 4, 5, 6, 9","like-post: 11, 12, 13, 14, 16, 19, 21, 22, 24, 26, 28, 30
share-post: 11, 12, 14, 21, 22, 26
comment-post: 30: I love Wallace & Gromit! Can’t wait to see what Netflix does with it.
add-note: 20: This is not true. In 2020, Wisconsin did not have more votes than people registered. Official numbers show voting was normal.
add-note: 29: This post is wrong. Life insurance still pays if someone got the COVID-19 vaccine. The vaccine is not called “experimental.”
ignore-post: 15, 17, 18, 23, 25, 27, 








"
4/21/25 19:21,67e3fd3008c832a0d63d0627,35-44,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Thoughtful,Neutral,Travelling,2,"Trust, Loyalty",Financial stability,Personal growth,Honesty,Donate to a non-profit,"Like-post: 7, 8, 9","Comment-post: 16, 19, 25"
4/21/25 19:22,67ac95764f3091a540c69b5b,25-34,Female,Spiritual but not religious,Hispanic or Latino,Technical/community college,English,Urban,"$30,000 - $39,999",Conservative,"I believe COVID-19 was man-made, vaccines are generally safe and effective, and masks don't provide meaningful protection",Spending time with family,Community,Thoughtful,Reserved,Reading,3,"Intellectual connection, Emotional connection",Financial stability,My marriage to my one and only husband.,Sense of humor,Buy any groceries that I haven't been able to,"like-post: 3, 7, 8, 10
share-post: 8
comment-post: 1: why god","like-post: 11, 12, 13, 21, 30
share-post: 30
comment-post: 29: can someone fact-check?"
4/21/25 19:22,67f0eee45788cabdae58ed24,45-54,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Urban,"$40,000 - $49,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Integrity,Outgoing,Friendly,reading ,2,Emotional connection,Financial stability,Going through Covid-19 successfully ,Transparency ,I would shop for fruits and groceries ,ignore,Ignore
4/21/25 19:22,660d94c2c3133c25e6eba033,25-34,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"Less than $10,000",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Spending time with family,Community,Thoughtful,Friendly,crafting/ decorating,5,"Trust, Emotional connection",Family,Having my baby,thoughtfulness,Buy a present for my husbands birthday,"like-post:6,8
share-post: none
comment post: 8: yay can't wait to watch severance finally!
add note: none","like-post: 11,12, 13, 18,
share-post: 11, 24, 27
comment-post: 11: this is so sad, she's so brave to talk about it. 
add-note: None"
4/21/25 19:22,67d75f1ff8a898b755874144,25-34,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Extroverted,Reserved,Cycling ,2,Loyalty,Financial stability,Becoming a mom,Loyalty ,Donate ,"like-post: 1, 2, 3, 7, 8
share-post: 2, 7, 8
comment-post: 1: that's massive !
add-note: 10: This post spreads misinformation. 
comment-post: 2: Great !","share-post:  14, 11, 12, 26
comment-post: 12: incredibly inspiring.
comment-post: 11:So glad to see her recognized for her advocacy
like-post: 26, 28, 11, 12, 1 19, 24
add-note: 29: This claim is false.
comment-post: 26: Such diplomatic moves have long-term impact"
4/21/25 19:22,6716f188b131fa30ab5365c2,35-44,Male,Christianity,White or Caucasian,Technical/community college,English,Rural,"$80,000 - $89,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Compassion, Ambition",Extroverted,Reserved,Coloring,3,"Trust, Fun",Family,Marrying my wife ,Honesty ,Take my kids to the zoo.,"Like-post: 10, 4","Like-post: 14, 21, 28"
4/21/25 19:22,67c37c3b96c341a7dd652a20,45-54,Male,Pagan,White or Caucasian,No formal qualifications,English,Suburban,"$10,000 - $19,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Hobbies,Compassion,Introverted,Awkward,learning new things,11,"Trust, Loyalty",Personal development,The day my best friend died and I realized he was truly my one and only friend in this world.,loyalty is my most valued currency ,put it towards a bicycle so I can start working ,"like-post: 4.6,10
share-post: 10
comment-post:10 : truth if I've ever known it","like-post:29,21,20,13,12
share-post:29,21,20,13,12
comment-post:20:I hope none of my family was involved. That is punishable and should be prosecuted"
4/21/25 19:22,5b87dd09019cf60001a115b3,25-34,Male,No Religion,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Urban,"$50,000 - $59,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Introverted,Reserved,Reading,4,"Fun, Shared experiences",Personal development,Living in another country.,Humor,Put it in the bank.,like-post: 19,"like-post: 26, 24, 21
share-post: 21
comment-post: 23: Things need to change."
4/21/25 19:22,66aa85dfa453aa698141fe25,45-54,Female,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"More than $150,000",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Independence",Extroverted,"Reserved, Awkward",embroidery,3,"Trust, Intellectual connection",Personal development,getting married,honesty.,invest it,like post: 8,like-post 16
4/21/25 19:22,66ecc9f27b3ec5983cf928d4,18-24,Male,Christianity,White or Caucasian,High school diploma/A-levels,English,Suburban,"$40,000 - $49,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Ambition, Independence",Extroverted,Reserved,Deer hunting,3,"Loyalty, Shared experiences",Financial stability,Getting my first gun when I was 5.,Loyalty,Buy a box of shells for $10 and invest $90,"like-post: 10, ignore: 1-9","like-post 20, 23, 29
share-post 23, 29
ignore: remainder"
4/21/25 19:22,6574b8b5969f1bd9c2ed876f,25-34,Non-Binary,Spiritual but not religious,mixed: white and black,Undergraduate degree (BA/BSc/other),English,Suburban,"$20,000 - $29,999",Very liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Hobbies,Compassion,"Introverted, Thoughtful, Analytical","Reserved, Awkward",collecting bones,4,"Emotional connection, shared values",Personal development,"honestly, getting on the correct combination of meds (3-4 years ago). my entire life changed, I don't want to die every day anymore. my entire life isn't consumed with just surviving from day to day, and it has allowed me to focus on figuring out who i am and how to be happy and make connections with others and building things i want instead of clinging to toxic things that seem better than nothing.  ",kindness,"probably use $75 on life expenses and $25 on something that makes me happy, like art supplies","like-post: 6
ignore-post: 1, 2, 3, 7, 8, 9","like-post: 11, 23, 30
share-post: 30
ignore: 14, 16, 21, 22, 24, 25, 28"
4/21/25 19:22,661ec48c618b7a27e5a9077a,55-64,Female,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"$70,000 - $79,999",Very conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Compassion,Thoughtful,Friendly,photography,More than 20,"Trust, Shared experiences",Personal development,When I was baptized,Caring,Spend it on my grandkids,ignore-posts:1-10,ignore-post:1-20
4/21/25 19:23,67d8f23eddf3649101cf43b0,18-24,Female,No Religion,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Urban,"$90,000 - $99,999",Very conservative,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Socializing,"Integrity, Compassion, Ambition, Independence, Community","Extroverted, Thoughtful, Outgoing, Analytical","Confident, Friendly, Reserved, Neutral",Swimming,5,"Trust, Fun, Loyalty, Intellectual connection, Emotional connection, Shared experiences",Career growth,"One of the most meaningful events in my life was when I helped a close friend through a mental health crisis. It taught me the importance of being present, listening without judgment, and how powerful empathy can be. It also deepened our bond and made me more aware of the struggles people silently go through.","Loyalty. I truly value friends who stand by me in both good times and bad. Loyalty means I can trust them, feel safe sharing my thoughts, and know they have my back no matter what.","I’d split it into three parts: donate a portion to someone in need, use some to treat my loved ones to a meal, and save the rest for a rainy day. It’s a small amount, but with purpose, it can make a real difference.","After reviewing this social media feed carefully, here's how I would choose to interact with it:
like-post: 1, 2, 3, 7, 8, 9
share-post: 3, 7
comment-post: 3: Looking forward to seeing which gadgets made the top 12 of 2024! Tech reviews are always helpful before making purchasing decisions.
add-note: 10: This claim about COVID-19 vaccines and boosters being ""useless"" against the omicron variant is incorrect. While effectiveness may vary, studies show vaccines still provide significant protection against severe illness.
ignore: 4, 5, 6","Looking at the payoff table for the coffee shop purchase, I need to craft a strategic initial proposal that balances value across the three categories. Let me analyze this carefully.
For an optimal initial offer, I recommend:
Transfer Fee: M (3600 points)
Coffee Beans: N (3250 points)
Furniture: O (1400 points)
This proposal strikes a thoughtful balance between showing serious interest while leaving room for negotiation. Here's my reasoning:
The Transfer Fee category has the highest point values overall, so I've selected a mid-to-high option (M) that demonstrates commitment without immediately jumping to the highest tiers. This shows you're willing to pay a substantial transfer fee while maintaining negotiating leverage.
For Coffee Beans, option N represents a strong quality level without maxing out. Coffee quality is fundamental to the shop's future success, so investing substantially here makes strategic sense while still leaving room to upgrade if negotiations require.
For Furniture, I've chosen option O, which is also in the upper mid-range. Quality furniture contributes to atmosphere and customer experience, but it can be upgraded over time, making it reasonable to start with a solid but not maximum offering.

For the discussion with the seller, I'd suggest asking:

What specific equipment is included with the furniture package?
How recently were the coffee machines serviced?
Do you have records of monthly revenue and customer traffic?
Are there any existing supplier relationships that would transfer with ownership?
What's the current lease situation and are there any pending renovations required?"
4/21/25 19:23,67d719a3ce873429d3a4ef06,25-34,Male,Christianity,Black or African American,Undergraduate degree (BA/BSc/other),English,Suburban,"$50,000 - $59,999",Liberal,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Work,Integrity,"Outgoing, Analytical",Friendly,swimming,1,"Fun, Emotional connection",Financial stability,graduation,honesty,shopping,"like-post: 1, 2, 8, 11, 12, 14, 15, 16, 19, 24, 25
share-post: 2, 8, 11, 12, 13, 14, 16, 18, 21, 24, 25, 26, 28, 30
comment-post: 1: Neat concept! But do I really need a 27-inch display on my microwave?
comment-post: 13: Promoting quality children’s content is crucial—hope YouTube takes note!
comment-post: 17: Hoping Gatwick flights resume smoothly soon—fingers crossed for travelers.
comment-post: 27: Sending best wishes to the Welsh Ambulance Service—hope call volumes decrease.
add-note: 10: COVID-19 vaccines and boosters significantly reduce the risk of severe illness and hospitalization, even against Omicron.
add-note: 20: Official audits confirmed Wisconsin’s 2020 vote counts matched registered voters—no evidence of excess votes.
add-note: 29: Life insurance policies generally pay out regardless of vaccination status; COVID-19 vaccines are not classified as experimental by insurers.","like-post: 1, 2, 8, 11, 12, 14, 15, 16, 19, 24, 25
share-post: 2, 8, 11, 12, 13, 14, 16, 18, 21, 24, 25, 26, 28, 30
comment-post: 1: Neat concept! But do I really need a 27-inch display on my microwave?
comment-post: 13: Promoting quality children’s content is crucial—hope YouTube takes note!
comment-post: 17: Hoping Gatwick flights resume smoothly soon—fingers crossed for travelers.
comment-post: 27: Sending best wishes to the Welsh Ambulance Service—hope call volumes decrease.
add-note: 10: COVID-19 vaccines and boosters significantly reduce the risk of severe illness and hospitalization, even against Omicron.
add-note: 20: Official audits confirmed Wisconsin’s 2020 vote counts matched registered voters—no evidence of excess votes.
add-note: 29: Life insurance policies generally pay out regardless of vaccination status; COVID-19 vaccines are not classified as experimental by insurers."
4/21/25 19:23,5ba6d507cf54e40001c45aaf,35-44,Male,No Religion,mixed black/white,High school diploma/A-levels,English,Suburban,"$70,000 - $79,999",Moderate,Somewhere in the middle of those two statement. Ok with vaccines but not this one because it was pushed out to fast. Unsure about it naturally occurring.,Relaxing by yourself,Independence,Thoughtful,Reserved,Watching historical documentaries.,4,Shared experiences,Financial stability,Showing up to the hotel for job meet and greet. Landed me in my current career path.,"Reliability, shared interests.",Nice meal.,"like-post: 1,3,8","like-post: 23, share-post: 28"
4/21/25 19:23,65c18fcd129b1d0151b9e817,35-44,Female,Spiritual but not religious,Black or African American,Undergraduate degree (BA/BSc/other),English,Rural,"$40,000 - $49,999",Moderate,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Independence,Introverted,Reserved,Beauty,1,"Trust, Intellectual connection",Financial stability,Graduating from school,Trust ,Invest it,"I like post 2,5,8,9","I like post 13,22,29"
4/21/25 19:23,6691bc059b0182b0bdd7d682,55-64,Male,Christianity,mixed: Black/White,Undergraduate degree (BA/BSc/other),English,Rural,"$20,000 - $29,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",praying/meditation/scripture/teaching,Compassion,"Extroverted, Thoughtful",Friendly,jogging,10+,"Emotional connection, Shared experiences",Personal development,conversion in Christ,lovingkindness,pay bill,"like post: 2,4,7 ignore the rest","like post: 13, 21,22, 26 ignore the rest"
4/21/25 19:23,66f0834cfafc555056a7818a,45-54,Male,Christianity,White or Caucasian,Graduate degree (MA/MSc/MPhil/other),English,Suburban,"More than $150,000",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Introverted,Friendly,Fishing,6,Trust,Financial stability,Marriage to my wife ,Integrity ,Buy whiskey,like-post 4,Like-post: 4
4/21/25 19:23,66fe8d29dad24a428a3120e9,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$100,000 - $149,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,"Integrity, Independence","Extroverted, Thoughtful, Outgoing, kind","Confident, Friendly",shooting,4,"Trust, Loyalty",Financial stability,The most meaningful event was picking up my dog as an 8 week old puppy and realizing I was now responsible for another life,Someone who has your back no matter what,put it in savings since 100 bucks is basically nothing these days,"like post: 4, 7 comment-post: 1: Great, more screens for toddlers to get addicted to, 5: Elon Musk is garbage and should be deported","like-post: 20, 23 share-post: 23, 29 comment-post 18: Hopefully this doesn't affect beach access for this coming summer"
4/21/25 19:24,67dbcd7722043bf1d1671b92,25-34,Male,Christianity,White or Caucasian,Undergraduate degree (BA/BSc/other),English,Suburban,"$70,000 - $79,999",Conservative,"I believe COVID-19 was man-made, vaccines are unsafe or ineffective, and masks don't provide meaningful protection",Work,Integrity,Introverted,Reserved,Hiking,1,"Trust, Loyalty",Financial stability,Maintaining financial discipline,warm,save,"like-post: 7, 8,9
share-post: 9
comment-post: 10: I knew it was a scam
add-note: 5: the article contain hate speech","like-post:11
share-post:15
comment-post: 29: life insurance should not discriminate on what caused death.
add-note: post 20: electoral irregularities"
4/21/25 19:24,67e57570814ffb2111a0b46d,55-64,Female,Christianity,White or Caucasian,High school diploma/A-levels,English,Rural,"$10,000 - $19,999",Moderate,"I believe COVID-19 was a naturally occurring virus, vaccines are generally safe and effective, and masks help reduce transmission",Relaxing by yourself,Integrity,"Extroverted, Outgoing",Awkward,watching tv,5,"Trust, Loyalty",Family,Having a family,loyalty,spend it on my grandkids,"like post 7,8,9 share post4,5 9","like 12,13,15"
